Database ID,WO Name,WO Type,Location,Date Opened,User Opened,Input Bulk Lot ID(s),Input Bulk Lot Type(s),Production,Input Weight per Bulk Lot,Input Volume per Bulk Lot,Total WO Input Weight,Total WO Input Volume,Finalized,Total Finalized Weight,Total Finalized Volume,Output Bulk Lot ID(s),Output Bulk Lot Type(s),Production,Output Weight per Bulk Lot,Output Volume per Bulk Lot,Total Output Weight,Total Output Volume,Variance Weight %,Variance Volume %,Date Closed,User Closed
3053,Pre and Post Final Packaging Adjustment ,Inventory Adjust - Pkg Run Variance,,29/05/2018 15:03,Kamil Maslowski,463,Dried,DI Delahaze-S-32-28 (Delahaze),1120.6,0,1120.6,0,TRUE,1113.41,0,463,Dried,DI Delahaze-S-32-28 (Delahaze),1113.41,0,1113.41,0,0.64,N/A,29/05/2018 15:06,Kamil Maslowski
3052,Extraction Transfer BW-692-B,Oil - Transfer to Extraction Department,-,29/05/2018 14:31,Paul Schapurga,156(6),Dried,Black Widow-S-7-23 (Zen's Garden),7373.6,0,12839.6,0,TRUE,12899,0,692,Oil,Oil Black Widow,12899,0,12899,0,N/A,N/A,29/05/2018 14:32,Paul Schapurga
3052,Extraction Transfer BW-692-B,Oil - Transfer to Extraction Department,-,29/05/2018 14:31,Paul Schapurga,156(3),Dried,Black Widow-S-7-23 (Zen's Garden),5466,0,12839.6,0,TRUE,12899,0,692,Oil,Oil Black Widow,12899,0,12899,0,N/A,N/A,29/05/2018 14:32,Paul Schapurga
3051,Milled TI-687-Milled,Oil - Milling,,29/05/2018 14:17,Marshall Linder,687,Oil,Oil Treasure Island (APH),10263,0,10263,0,TRUE,9958.5,0,687,Oil,Oil Treasure Island (APH),9958.5,0,9958.5,0,2.97,N/A,29/05/2018 14:18,Marshall Linder
3050,Milling TI-686-Milled,Oil - Milling,-,29/05/2018 13:41,Marshall Linder,686,Oil,Oil Treasure Island (APH),9432.5,0,9432.5,0,TRUE,9354,0,686,Oil,Oil Treasure Island (APH),9354,0,9354,0,0.83,N/A,29/05/2018 13:42,Marshall Linder
3049,Transfer to Extraction AD-691-B,Oil - Transfer to Extraction Department,-,29/05/2018 11:06,Paul Schapurga,683,Dried,DP Alien Dawg-M-9,9964.1,0,9964.1,0,TRUE,9944,0,691,Oil,Oil Alien Dawg (APH),9944,0,9944,0,0.2,N/A,29/05/2018 11:07,Paul Schapurga
3048,pre amd post final packaging adjustment ,Inventory Adjust - Pkg Run Variance,,29/05/2018 10:48,Kamil Maslowski,307,Dried,DI Jesus OG-S-18-37 (Liv by Lift),1750.76,0,1750.76,0,TRUE,1745.89,0,307,Dried,DI Jesus OG-S-18-37 (Liv by Lift),1745.89,0,1745.89,0,0.28,N/A,29/05/2018 10:51,Kamil Maslowski
3047,Pre and Post Final packaging Adjustment,Inventory Adjust - Pkg Run Variance,,29/05/2018 9:25,Kamil Maslowski,320,Dried,DI Delahaze-S-32-31 (Larry OG),3412.24,0,3412.24,0,TRUE,3411.54,0,320,Dried,DI Delahaze-S-32-31 (Larry OG),3411.54,0,3411.54,0,0.02,N/A,29/05/2018 9:26,Kamil Maslowski
3046,Harvest Day 1,Process - Load Drying,,28/05/2018 17:39,Patrick Uharcek,688,Fresh,DI Sour Kush-S-8-15 (Afternoon Delight),56696.3,0,56696.3,0,TRUE,56696.3,0,688(1),Fresh,DI Sour Kush-S-8-15 (Afternoon Delight),13003.3,0,56696.3,0,N/A,N/A,28/05/2018 17:41,Patrick Uharcek
3046,Harvest Day 1,Process - Load Drying,,28/05/2018 17:39,Patrick Uharcek,688,Fresh,DI Sour Kush-S-8-15 (Afternoon Delight),56696.3,0,56696.3,0,TRUE,56696.3,0,688(2),Fresh,DI Sour Kush-S-8-15 (Afternoon Delight),4906.4,0,56696.3,0,N/A,N/A,28/05/2018 17:41,Patrick Uharcek
3046,Harvest Day 1,Process - Load Drying,,28/05/2018 17:39,Patrick Uharcek,688,Fresh,DI Sour Kush-S-8-15 (Afternoon Delight),56696.3,0,56696.3,0,TRUE,56696.3,0,688,Fresh,DI Sour Kush-S-8-15 (Afternoon Delight),38786.6,0,56696.3,0,N/A,N/A,28/05/2018 17:41,Patrick Uharcek
3045,transfer to extraction TI-686-B,Oil - Transfer to Extraction Department,,28/05/2018 16:42,Marshall Linder,682,Dried,DP Treasure Island-M-1,9770.5,0,9770.5,0,TRUE,9432.5,0,686,Oil,Oil Treasure Island (APH),9432.5,0,9432.5,0,3.46,N/A,28/05/2018 16:43,Marshall Linder
3044,Correct Entry error HB-331(1)-1,Inventory Adjust - Correct Entry Error,,28/05/2018 16:36,Marshall Linder,331(1)-1,Oil,Oil Hybrid Blend,47319.5,49810,47319.5,49810,TRUE,47376.5,0,331(1)-1,Oil,Oil Hybrid Blend,47376.5,0,47376.5,0,N/A,N/A,28/05/2018 16:37,Marshall Linder
3043,QA Sample HB 331(1)-1 (ECCEXT180505),Sample - QA Release,,28/05/2018 16:07,Janet Schapurga,331(1)-1,Oil,Oil Hybrid Blend,47376.5,0,47376.5,0,TRUE,47376.5,49870,331(1)-1,Oil,Oil Hybrid Blend,47376.5,49870,47376.5,49870,N/A,N/A,28/05/2018 16:34,Marshall Linder
3042,QA Sample TI 442(1)-2 (ECCEXT180504),Sample - QA Release,,28/05/2018 16:02,Janet Schapurga,442(1)-2,Oil,Oil Treasure Island (APH),36460.5,0,36460.5,0,TRUE,36517.5,0,442(1),Oil,Oil Treasure Island (APH),36517.5,0,36517.5,0,N/A,N/A,29/05/2018 12:21,Marshall Linder
3041,adjust for recieved ,Allocate for Bulk Sale,,28/05/2018 14:40,Stephen Dinka,683,Dried,DP Alien Dawg-M-9,9999,0,9999,0,TRUE,9964.1,0,683,Dried,DP Alien Dawg-M-9,9964.1,0,9964.1,0,0.35,N/A,28/05/2018 14:41,Stephen Dinka
3040,reweigh after return from Aphria,Inventory Adjust - Cycle Count,,28/05/2018 13:49,Stephen Dinka,156(3),Dried,Black Widow-S-7-23 (Zen's Garden),5249.6,0,5249.6,0,TRUE,5466,0,156(3),Dried,Black Widow-S-7-23 (Zen's Garden),5466,0,5466,0,N/A,N/A,28/05/2018 13:50,Stephen Dinka
3039,reweigh after recieve back from Aphria,Inventory Adjust - Cycle Count,,28/05/2018 13:25,Stephen Dinka,156(6),Dried,Black Widow-S-7-23 (Zen's Garden),7137.8,0,7137.8,0,TRUE,7373.6,0,156(6),Dried,Black Widow-S-7-23 (Zen's Garden),7373.6,0,7373.6,0,N/A,N/A,28/05/2018 13:26,Stephen Dinka
3038,Transfer to Extraction TI-687-Bulk,Oil - Transfer to Extraction Department,-,28/05/2018 13:07,Marshall Linder,682,Dried,DP Treasure Island-M-1,10229.5,0,10229.5,0,TRUE,10263,0,687,Oil,Oil Treasure Island (APH),10263,0,10263,0,N/A,N/A,28/05/2018 15:59,Marshall Linder
3037,reweigh after reciept back from Aphria,Inventory Adjust - Cycle Count,,28/05/2018 12:28,Stephen Dinka,179,Dried,DI Shark Shock-C-4-0,1347.6,0,1347.6,0,TRUE,1380.4,0,179,Dried,DI Shark Shock-C-4-0,1380.4,0,1380.4,0,N/A,N/A,28/05/2018 12:29,Stephen Dinka
3036,Baseline Testing HB-331(1)-1,Sample - QA Release,,28/05/2018 12:19,Marshall Linder,331(1)-1,Oil,Oil Hybrid Blend,71.5,0,71.5,0,TRUE,0,0,,,,,,0,0,N/A,N/A,28/05/2018 12:20,Marshall Linder
3035,reweigh after receipt back from aphria,Inventory Adjust - Cycle Count,,28/05/2018 11:59,Stephen Dinka,214(2),Dried,DI Shark Shock-C-4-0,5413.3,0,5413.3,0,TRUE,5645.3,0,214(2),Dried,DI Shark Shock-C-4-0,5645.3,0,5645.3,0,N/A,N/A,28/05/2018 12:20,Stephen Dinka
3034,reweigh after reciept back from Aphria,Inventory Adjust - Cycle Count,,28/05/2018 11:23,Stephen Dinka,468,Oil,Oil Northern Lights,9057,0,9057,0,TRUE,9054.5,0,468,Oil,Oil Northern Lights,9054.5,0,9054.5,0,0.03,N/A,28/05/2018 11:24,Stephen Dinka
3033,pre and post packaging adjustment ,Inventory Adjust - Pkg Run Variance,,25/05/2018 15:08,Kamil Maslowski,411(4),Dried,DI Nebula II-S-26-3 (High Voltage CBD),2819.95,0,2819.95,0,TRUE,2820.59,0,411(4),Dried,DI Nebula II-S-26-3 (High Voltage CBD),2820.59,0,2820.59,0,N/A,N/A,25/05/2018 15:11,Kamil Maslowski
3032,Pre-Dilution TI(M)-615(1)-PD,Oil - PreDilution,,25/05/2018 13:56,Paul Schapurga,615(1),Oil,Oil Treasure Island (APH),600,0,600,0,TRUE,3637.5,0,615(1),Oil,Oil Treasure Island (APH),3637.5,0,3637.5,0,N/A,N/A,25/05/2018 13:57,Paul Schapurga
3031,Rotary Evaporator TI(M)-615(1)-R,Oil - Rotary Evaporation,-,25/05/2018 12:53,Paul Schapurga,615(1),Oil,Oil Treasure Island (APH),9341,0,9341,0,TRUE,600,0,615(1),Oil,Oil Treasure Island (APH),600,0,600,0,93.58,N/A,25/05/2018 12:54,Paul Schapurga
3030,reallocated for Emblem Dried Flower,Allocate for Final Packaging,,25/05/2018 11:49,Bridget Fritz,179,Dried,DI Shark Shock-C-4-0,1347.6,0,1347.6,0,TRUE,1347.6,0,179,Dried,DI Shark Shock-C-4-0,1347.6,0,1347.6,0,N/A,N/A,25/05/2018 11:50,Bridget Fritz
3029,Second Pass Winterization TI(M)-615(1)-W02,Oil - Winterization/Filtration,-,25/05/2018 11:22,Paul Schapurga,615(1),Oil,Oil Treasure Island (APH),6374.5,0,6374.5,0,TRUE,9341,0,615(1),Oil,Oil Treasure Island (APH),9341,0,9341,0,N/A,N/A,25/05/2018 11:23,Paul Schapurga
3028,pre and post final packaging adjustment ,Inventory Adjust - Pkg Run Variance,,25/05/2018 11:21,Kamil Maslowski,427,Dried,DI Northern Lights-S-23-1,2966.23,0,2966.23,0,TRUE,2957.5,0,427,Dried,DI Northern Lights-S-23-1,2957.5,0,2957.5,0,0.29,N/A,25/05/2018 11:24,Kamil Maslowski
3027,Dilution TI(M)-442(1)-2-Dilution ,Oil - Dilution,-,24/05/2018 15:58,Marshall Linder,442(1),Oil,Oil Treasure Island (APH),3756,0,3756,0,TRUE,36517.5,0,442(1)-2,Oil,Oil Treasure Island (APH),36517.5,0,36517.5,0,N/A,N/A,24/05/2018 16:02,Marshall Linder
3026,First Pass Winterization TI(M)-615(1)-W01,Oil - Winterization/Filtration,-,24/05/2018 13:27,Paul Schapurga,615(1),Oil,Oil Treasure Island (APH),3132.5,0,3132.5,0,TRUE,6374.5,0,615(1),Oil,Oil Treasure Island (APH),6374.5,0,6374.5,0,N/A,N/A,24/05/2018 13:28,Paul Schapurga
3025,Lot Merge TI(M)-442(1)-Pd,Process - Lot Merge,-,24/05/2018 11:16,Marshall Linder,442(1),Oil,Oil Treasure Island (APH),157,0,3756,0,TRUE,3756,0,442(1),Oil,Oil Treasure Island (APH),3756,0,3756,0,N/A,N/A,24/05/2018 11:18,Marshall Linder
3025,Lot Merge TI(M)-442(1)-Pd,Process - Lot Merge,-,24/05/2018 11:16,Marshall Linder,441(2),Oil,Oil Treasure Island (APH),2032.5,0,3756,0,TRUE,3756,0,442(1),Oil,Oil Treasure Island (APH),3756,0,3756,0,N/A,N/A,24/05/2018 11:18,Marshall Linder
3025,Lot Merge TI(M)-442(1)-Pd,Process - Lot Merge,-,24/05/2018 11:16,Marshall Linder,441(1),Oil,Oil Treasure Island (APH),1566.5,0,3756,0,TRUE,3756,0,442(1),Oil,Oil Treasure Island (APH),3756,0,3756,0,N/A,N/A,24/05/2018 11:18,Marshall Linder
3024,Inventory Adjust BW-338(1)-1-1196,Inventory Adjust - Pkg Run Variance,,24/05/2018 9:59,Richard Augimeri,338(1)-1,Oil,Oil Black Widow,28.5,30,28.5,30,TRUE,0,0,,,,,,0,0,N/A,N/A,24/05/2018 10:00,Richard Augimeri
3023,Inventory Adjust TI-441(2)-1-1186,Inventory Adjust - Pkg Run Variance,,24/05/2018 9:57,Richard Augimeri,441(2)-1,Oil,Oil Treasure Island (APH),28.5,30,28.5,30,TRUE,0,0,,,,,,0,0,N/A,N/A,24/05/2018 9:59,Richard Augimeri
3022,Process Waste AD(M)-373(1)-2-1289,Dispose - Process Waste,,24/05/2018 9:25,Marshall Linder,373(1)-2,Oil,Oil Alien Dawg (APH),484.5,510,484.5,510,TRUE,0,0,,,,,,0,0,N/A,N/A,24/05/2018 9:25,Marshall Linder
3021,pre and post final packaging adjustments,Inventory Adjust - Pkg Run Variance,,24/05/2018 9:21,Kamil Maslowski,320,Dried,DI Delahaze-S-32-31 (Larry OG),3887.39,0,3887.39,0,TRUE,3881.49,0,320,Dried,DI Delahaze-S-32-31 (Larry OG),3881.49,0,3881.49,0,0.15,N/A,24/05/2018 9:25,Kamil Maslowski
3020,Pre-Dilution TI(M)-441(1)-PD,Oil - PreDilution,-,24/05/2018 8:23,Paul Schapurga,441(1),Oil,Oil Treasure Island (APH),530.5,0,530.5,0,TRUE,1566.5,0,441(1),Oil,Oil Treasure Island (APH),1566.5,0,1566.5,0,N/A,N/A,29/05/2018 11:10,Paul Schapurga
3019,Pre and Post Final Packaging Adjustment,Inventory Adjust - Pkg Run Variance,,23/05/2018 16:28,Kamil Maslowski,456,Dried,DI Lavender Kush-S-11-25,6690.38,0,6690.38,0,TRUE,6680.4,0,456,Dried,DI Lavender Kush-S-11-25,6680.4,0,6680.4,0,0.15,N/A,23/05/2018 16:29,Kamil Maslowski
3018,Emblem dry returned from Aphria,Process - Recieve bulk dry purchase,,23/05/2018 14:24,Boe Thomson,468,Oil,Oil Northern Lights,9057,0,9057,0,TRUE,9057,0,468,Oil,Oil Northern Lights,9057,0,9057,0,N/A,N/A,23/05/2018 14:25,Boe Thomson
3017,Emblem dry returned from Aphria,Process - Recieve bulk dry purchase,,23/05/2018 14:20,Boe Thomson,214(2),Dried,DI Shark Shock-C-4-0,5413.3,0,5413.3,0,TRUE,5413.3,0,214(2),Dried,DI Shark Shock-C-4-0,5413.3,0,5413.3,0,N/A,N/A,23/05/2018 14:21,Boe Thomson
3016,Emblem dry returned from Aphria,Process - Recieve bulk dry purchase,,23/05/2018 14:17,Boe Thomson,179,Dried,DI Shark Shock-C-4-0,1347.6,0,1347.6,0,TRUE,1347.6,0,179,Dried,DI Shark Shock-C-4-0,1347.6,0,1347.6,0,N/A,N/A,23/05/2018 14:17,Boe Thomson
3015,Emblem dry returned from Aphria,Process - Recieve bulk dry purchase,,23/05/2018 14:12,Boe Thomson,156(6),Dried,Black Widow-S-7-23 (Zen's Garden),7137.8,0,7137.8,0,TRUE,7137.8,0,156(6),Dried,Black Widow-S-7-23 (Zen's Garden),7137.8,0,7137.8,0,N/A,N/A,23/05/2018 14:15,Boe Thomson
3014,correct previous work order,Inventory Adjust - Correct Entry Error,,23/05/2018 14:07,Boe Thomson,156(3),Dried,Black Widow-S-7-23 (Zen's Garden),10499.2,0,10499.2,0,TRUE,5249.6,0,156(3),Dried,Black Widow-S-7-23 (Zen's Garden),5249.6,0,5249.6,0,50,N/A,23/05/2018 14:09,Boe Thomson
3013,Emblem dry returned from Aphria,Process - Recieve bulk dry purchase,,23/05/2018 14:02,Boe Thomson,,,,,,0,0,TRUE,5249.6,0,156(3),Dried,Black Widow-S-7-23 (Zen's Garden),5249.6,0,5249.6,0,N/A,N/A,23/05/2018 14:05,Boe Thomson
3012,Winterization TI(M)-615(1)-W,Oil - Winterization,-,23/05/2018 13:55,Paul Schapurga,615(1),Oil,Oil Treasure Island (APH),608,0,608,0,TRUE,3132.5,0,615(1),Oil,Oil Treasure Island (APH),3132.5,0,3132.5,0,N/A,N/A,23/05/2018 13:56,Paul Schapurga
3011,Extraction TI(M)-615(1)-Cr,Oil - Extraction,-,23/05/2018 13:35,Paul Schapurga,615,Oil,Oil Treasure Island (APH),4111,0,4111,0,TRUE,608,0,615(1),Oil,Oil Treasure Island (APH),608,0,608,0,85.21,N/A,29/05/2018 11:10,Paul Schapurga
3010,R&D Testing,Sample - Other,,23/05/2018 13:34,Cody Turgeon,125(2)-1-CapsuleFormulation,Oil,Oil Jesus OG,12,0,12,0,TRUE,0,0,,,,,,0,0,N/A,N/A,23/05/2018 13:35,Cody Turgeon
3009,Dry Receipt from Aphria,Process - Recieve bulk dry purchase,,23/05/2018 12:57,Boe Thomson,,,,,,0,0,TRUE,9999,0,683,Dried,DP Alien Dawg-M-9,9999,0,9999,0,N/A,N/A,23/05/2018 13:00,Boe Thomson
3008,Dry Receipt from APHRIA,Process - Recieve bulk dry purchase,,23/05/2018 12:53,Boe Thomson,,,,,,0,0,TRUE,20000,0,682,Dried,DP Treasure Island-M-1,20000,0,20000,0,N/A,N/A,23/05/2018 12:55,Boe Thomson
3007,Pre and post final Packaging adjustment,Inventory Adjust - Pkg Run Variance,,23/05/2018 11:13,Kamil Maslowski,511,Dried,DI Northern Lights-S-23-1,9532.07,0,9532.07,0,TRUE,9509.7,0,511,Dried,DI Northern Lights-S-23-1,9509.7,0,9509.7,0,0.23,N/A,23/05/2018 11:16,Kamil Maslowski
3006,Dilution AD(M)-373(1)-2-DL,Oil - Dilution,-,22/05/2018 16:12,Marshall Linder,373(1),Oil,Oil Alien Dawg (APH),6860,0,6860,0,TRUE,41724,0,373(1)-2,Oil,Oil Alien Dawg (APH),41724,0,41724,0,N/A,N/A,22/05/2018 16:14,Marshall Linder
3005,Pre-Dilution N2(S)-628(1)-PD,Oil - PreDilution,-,22/05/2018 15:17,Paul Schapurga,628(1),Oil,Oil Nebula II,57,0,57,0,TRUE,479.5,0,628(1),Oil,Oil Nebula II,479.5,0,479.5,0,N/A,N/A,22/05/2018 15:18,Paul Schapurga
3004,Pre and Post Final Packaging Adjustment,Inventory Adjust - Pkg Run Variance,,22/05/2018 14:26,Kamil Maslowski,463,Dried,DI Delahaze-S-32-28 (Delahaze),2005.31,0,2005.31,0,TRUE,2004.11,0,463,Dried,DI Delahaze-S-32-28 (Delahaze),2004.11,0,2004.11,0,0.06,N/A,22/05/2018 14:28,Kamil Maslowski
3003,Refined N2(S)-679(1)-R,Oil - Rotary Evaporation,-,22/05/2018 14:23,Paul Schapurga,628(1),Oil,Oil Nebula II,1158,0,1158,0,TRUE,1158,0,679(1),Oil,Oil Nebula II,1158,0,1158,0,N/A,N/A,22/05/2018 14:24,Paul Schapurga
3002,Rotary Evaporation N2(S)-628(1)-R,Oil - Rotary Evaporation,-,22/05/2018 14:17,Paul Schapurga,628(1),Oil,Oil Nebula II,17778.5,0,17778.5,0,TRUE,1215,0,628(1),Oil,Oil Nebula II,1215,0,1215,0,93.17,N/A,22/05/2018 14:18,Paul Schapurga
3001,QA Sample for Release,Sample - QA Release,,22/05/2018 12:49,Claire Robichaud,651(6),Dried,DI Northern Lights-S-23-1,20,0,20,0,TRUE,20,0,651(6),Dried,DI Northern Lights-S-23-1,20,0,20,0,N/A,N/A,22/05/2018 12:50,Claire Robichaud
3000,Second Pass Filtrate N2(S)-628(1)-F,Oil - Winterization/Filtration,-,22/05/2018 12:09,Paul Schapurga,628(1),Oil,Oil Nebula II,8254.5,0,8254.5,0,TRUE,17778.5,0,628(1),Oil,Oil Nebula II,17778.5,0,17778.5,0,N/A,N/A,22/05/2018 12:10,Paul Schapurga
2999,QA Sample for Release,Sample - QA Release,,22/05/2018 12:02,Patrick Uharcek,651(3),Dried,DI Northern Lights-S-23-1,20,0,20,0,TRUE,20,0,651(3),Dried,DI Northern Lights-S-23-1,20,0,20,0,N/A,N/A,22/05/2018 12:03,Patrick Uharcek
2998,QA Sample for Release,Sample - QA Release,,22/05/2018 11:49,Katherine VanBlyderveen,651,Dried,DI Northern Lights-S-23-1,20.8,0,20.8,0,TRUE,20.8,0,651,Dried,DI Northern Lights-S-23-1,20.8,0,20.8,0,N/A,N/A,22/05/2018 11:50,Katherine VanBlyderveen
2997,Pre and Post Final Packaging adjustment,Inventory Adjust - Pkg Run Variance,,22/05/2018 11:10,Kamil Maslowski,409(3),Dried,DI Delahaze-S-32-32 (Lemon Larry),5367.19,0,5367.19,0,TRUE,5363.29,0,409(3),Dried,DI Delahaze-S-32-32 (Lemon Larry),5363.29,0,5363.29,0,0.07,N/A,22/05/2018 11:12,Kamil Maslowski
2996,Pre and Post final Packaging Adjustment,Inventory Adjust - Pkg Run Variance,,22/05/2018 9:51,Kamil Maslowski,307,Dried,DI Jesus OG-S-18-37 (Liv by Lift),2064.61,0,2064.61,0,TRUE,2062.59,0,307,Dried,DI Jesus OG-S-18-37 (Liv by Lift),2062.59,0,2062.59,0,0.1,N/A,22/05/2018 9:53,Kamil Maslowski
2995,Lot Merge,Process - Lot Merge,,18/05/2018 16:22,Patrick Uharcek,651(2),Dried,DI Northern Lights-S-23-1,1097.4,0,2728.9,0,TRUE,2728.9,0,651(2),Dried,DI Northern Lights-S-23-1,2728.9,0,2728.9,0,N/A,N/A,18/05/2018 16:23,Patrick Uharcek
2995,Lot Merge,Process - Lot Merge,,18/05/2018 16:22,Patrick Uharcek,651(5),Dried,DI Northern Lights-S-23-1,923.4,0,2728.9,0,TRUE,2728.9,0,651(2),Dried,DI Northern Lights-S-23-1,2728.9,0,2728.9,0,N/A,N/A,18/05/2018 16:23,Patrick Uharcek
2995,Lot Merge,Process - Lot Merge,,18/05/2018 16:22,Patrick Uharcek,651(8),Dried,DI Northern Lights-S-23-1,708.1,0,2728.9,0,TRUE,2728.9,0,651(2),Dried,DI Northern Lights-S-23-1,2728.9,0,2728.9,0,N/A,N/A,18/05/2018 16:23,Patrick Uharcek
2994,Lot Merge,Process - Lot Merge,,18/05/2018 16:19,Patrick Uharcek,651(1),Dried,DI Northern Lights-S-23-1,633.1,0,22053.8,0,TRUE,22053.8,0,651(1),Dried,DI Northern Lights-S-23-1,22053.8,0,22053.8,0,N/A,N/A,18/05/2018 16:20,Patrick Uharcek
2994,Lot Merge,Process - Lot Merge,,18/05/2018 16:19,Patrick Uharcek,651(4),Dried,DI Northern Lights-S-23-1,2430.9,0,22053.8,0,TRUE,22053.8,0,651(1),Dried,DI Northern Lights-S-23-1,22053.8,0,22053.8,0,N/A,N/A,18/05/2018 16:20,Patrick Uharcek
2994,Lot Merge,Process - Lot Merge,,18/05/2018 16:19,Patrick Uharcek,651(7),Dried,DI Northern Lights-S-23-1,3049.9,0,22053.8,0,TRUE,22053.8,0,651(1),Dried,DI Northern Lights-S-23-1,22053.8,0,22053.8,0,N/A,N/A,18/05/2018 16:20,Patrick Uharcek
2994,Lot Merge,Process - Lot Merge,,18/05/2018 16:19,Patrick Uharcek,651(9),Dried,DI Northern Lights-S-23-1,11520.8,0,22053.8,0,TRUE,22053.8,0,651(1),Dried,DI Northern Lights-S-23-1,22053.8,0,22053.8,0,N/A,N/A,18/05/2018 16:20,Patrick Uharcek
2994,Lot Merge,Process - Lot Merge,,18/05/2018 16:19,Patrick Uharcek,651(10),Dried,DI Northern Lights-S-23-1,4419.1,0,22053.8,0,TRUE,22053.8,0,651(1),Dried,DI Northern Lights-S-23-1,22053.8,0,22053.8,0,N/A,N/A,18/05/2018 16:20,Patrick Uharcek
2993,HPLC testing,Sample - HPLC,,18/05/2018 13:45,Cody Turgeon,629(1),Oil,Oil Nebula II,0.5,0,0.5,0,TRUE,0,0,,,,,,0,0,N/A,N/A,18/05/2018 13:45,Cody Turgeon
2992,Winterization First Pass N2(S)-628(1)-W1,Oil - Winterization,-,18/05/2018 13:18,Paul Schapurga,628(1),Oil,Oil Nebula II,1275.5,0,1275.5,0,TRUE,8254.5,0,628(1),Oil,Oil Nebula II,8254.5,0,8254.5,0,N/A,N/A,18/05/2018 13:19,Paul Schapurga
2991,Extraction N2(S)-628(1)-C,Oil - Extraction,-,18/05/2018 13:15,Paul Schapurga,628,Oil,Oil Nebula II,8764,0,8764,0,TRUE,1275.5,0,628(1),Oil,Oil Nebula II,1275.5,0,1275.5,0,85.45,N/A,18/05/2018 13:16,Paul Schapurga
2990,LOD end of curing,Sample - MBA,,18/05/2018 11:54,Patrick Uharcek,651(6),Dried,DI Northern Lights-S-23-1,4.8,0,4.8,0,TRUE,0,0,,,,,,0,0,N/A,N/A,18/05/2018 11:54,Patrick Uharcek
2989,LOD end of curing,Sample - MBA,,18/05/2018 11:53,Patrick Uharcek,651(3),Dried,DI Northern Lights-S-23-1,4.7,0,4.7,0,TRUE,0,0,,,,,,0,0,N/A,N/A,18/05/2018 11:54,Patrick Uharcek
2988,LOD end of curing,Sample - MBA,,18/05/2018 11:50,Patrick Uharcek,651,Dried,DI Northern Lights-S-23-1,5,0,5,0,TRUE,0,0,,,,,,0,0,N/A,N/A,18/05/2018 11:52,Patrick Uharcek
2987,Pre and Post Final Packaging Adjustment ,Inventory Adjust - Pkg Run Variance,,18/05/2018 11:45,Kamil Maslowski,411(4),Dried,DI Nebula II-S-26-3 (High Voltage CBD),3460.83,0,3460.83,0,TRUE,3445.09,0,411(4),Dried,DI Nebula II-S-26-3 (High Voltage CBD),3445.09,0,3445.09,0,0.45,N/A,18/05/2018 11:46,Kamil Maslowski
2986,Pre and Post Final Packaging Adjustment,Inventory Adjust - Pkg Run Variance,,18/05/2018 11:20,Kamil Maslowski,288(2),Dried,DI Sour Kush-S-8-25 (Sour Kush),2471.01,0,2471.01,0,TRUE,2463.49,0,288(2),Dried,DI Sour Kush-S-8-25 (Sour Kush),2463.49,0,2463.49,0,0.3,N/A,18/05/2018 11:21,Kamil Maslowski
2985,Pre and Post Final Packaging Adjustment,Inventory Adjust - Pkg Run Variance,,18/05/2018 10:11,Kamil Maslowski,156(13),Dried,Black Widow-S-7-23 (Zen's Garden),5673.77,0,5673.77,0,TRUE,5661.75,0,156(13),Dried,Black Widow-S-7-23 (Zen's Garden),5661.75,0,5661.75,0,0.21,N/A,18/05/2018 10:16,Kamil Maslowski
2984,Pre-Dilution N2(M)-629(1)-PD,Oil - PreDilution,-,17/05/2018 16:51,Paul Schapurga,629(1),Oil,Oil Nebula II,58,0,58,0,TRUE,293.5,0,629(1),Oil,Oil Nebula II,293.5,0,293.5,0,N/A,N/A,17/05/2018 16:52,Paul Schapurga
2983,Pre and Post Final Packaging Adjustment,Inventory Adjust - Pkg Run Variance,,17/05/2018 16:17,Kamil Maslowski,392,Dried,DI Atomical Haze-S-29-5 (Quantum Kush),4930.6,0,4930.6,0,TRUE,4710.1,0,392,Dried,DI Atomical Haze-S-29-5 (Quantum Kush),4710.1,0,4710.1,0,4.47,N/A,17/05/2018 16:18,Kamil Maslowski
2982,Dilution BW(B)-339(1)-1-DL,Oil - Dilution,,17/05/2018 16:09,Marshall Linder,339(1),Oil,Oil Black Widow,9459.5,0,9459.5,0,TRUE,42089.5,0,339(1)-1,Oil,Oil Black Widow,42089.5,0,42089.5,0,N/A,N/A,17/05/2018 16:10,Marshall Linder
2981,Transfer loss N2(M)-675(1),Dispose - Process Waste,-,17/05/2018 15:41,Paul Schapurga,675(1),Oil,Oil Nebula II,7,0,7,0,TRUE,0,0,,,,,,0,0,N/A,N/A,17/05/2018 15:42,Paul Schapurga
2980,Remaining Refined Transfer N2(M)-629(1)-R,Allocate for Bulk Sale,-,17/05/2018 15:32,Paul Schapurga,675(1),Oil,Oil Nebula II,58,0,58,0,TRUE,58,0,629(1),Oil,Oil Nebula II,58,0,58,0,N/A,N/A,17/05/2018 15:37,Paul Schapurga
2979,Rotary Evaporator N2(M)-675(1)-R,Oil - Rotary Evaporation,-,17/05/2018 13:42,Paul Schapurga,629(1),Oil,Oil Nebula II,606,0,606,0,TRUE,606,0,675(1),Oil,Oil Nebula II,606,0,606,0,N/A,N/A,17/05/2018 13:43,Paul Schapurga
